request_date,request_timestamp,warehouse_zone,aisle_number,shelf_level,distance_from_dock_meters,storage_type,active_retrievals_count,dock_queue_length,aisle_traffic_level,shift_hour,day_of_week,num_packages,total_weight_kg,requires_forklift,fragile_handling,num_aisles_to_visit,special_equipment_needed,operator_experience_years,operator_shift_fatigue,retrieval_time_minutes
2025-08-01,2025-08-01 04:50:01,Zone_D,2,Mid,467.2,bulk_floor,15,7.0,Medium,4,Friday,28,124.9,False,True,6,none,4.9,2.6,145.91
2025-12-02,2025-12-02 22:43:49,Zone_B,21,Floor,142.9,pallet_rack,8,3.0,,22,Tuesday,32,40.8,True,False,9,none,1.2,1.6,140.5
2025-03-28,2025-03-28 15:29:19,Zone_B,28,Floor,161.1,hazmat,11,0.0,Low,15,Friday,2,102.3,True,False,5,hazmat_suit,14.6,3.2,115.12
2025-07-26,2025-07-26 00:28:30,Zone_A,21,Mid,71.6,pallet_rack,9,8.0,Medium,0,Saturday,26,31.1,False,True,3,none,17.1,11.6,68.64
2025-06-02,2025-06-02 14:57:01,Zone_C,28,Mid,291.7,hazmat,11,11.0,Medium,14,Monday,15,306.3,True,False,3,hazmat_suit,1.8,3.9,194.63
2025-07-23,2025-07-23 14:45:57,Zone_D,12,Floor,452.5,cold_storage,27,23.0,Medium,14,Wednesday,5,811.3,True,False,1,cold_gear,6.6,11.3,279.03
2025-12-05,2025-12-05 10:10:52,Zone_B,21,Floor,134.9,pallet_rack,6,8.0,Medium,10,Friday,16,17.7,False,False,1,none,4.9,5.1,39.54
2025-04-23,2025-04-23 09:28:15,Zone_B,11,Floor,179.0,pallet_rack,19,12.0,Medium,9,Wednesday,19,21.8,False,False,1,none,2.9,2.3,55.46
2025-11-28,2025-11-28 18:01:41,Zone_B,39,Floor,93.7,cold_storage,5,2.0,Low,18,Friday,4,47.5,False,False,1,cold_gear,4.3,2.3,48.52
2025-03-18,2025-03-18 17:16:18,Zone_B,41,Floor,141.7,pallet_rack,7,0.0,High,17,Tuesday,44,442.2,False,False,2,none,3.2,7.2,78.17
2025-04-25,2025-04-25 22:22:42,Zone_A,2,Floor,51.6,pallet_rack,3,0.0,Medium,22,Friday,9,150.9,True,False,1,none,8.6,6.7,32.16
2025-06-25,2025-06-25 16:52:08,Zone_A,2,Floor,34.5,bulk_floor,22,14.0,Medium,16,Wednesday,9,41.0,False,False,1,cold_gear,1.1,1.9,69.44
2025-03-03,2025-03-03 06:36:02,Zone_A,45,Floor,64.9,bulk_floor,9,8.0,Medium,6,Monday,38,63.4,True,False,3,none,8.4,6.0,74.4
2025-05-14,2025-05-14 16:46:56,Zone_D,2,Mid,386.2,pallet_rack,10,9.0,High,16,Wednesday,3,49.7,False,False,4,hazmat_suit,3.7,4.1,146.26
2025-10-17,2025-10-17 19:13:14,Zone_B,37,Mid,198.0,cold_storage,13,10.0,Medium,19,Friday,39,50.2,True,False,5,none,2.6,4.0,154.4
2025-09-01,2025-09-01 09:15:21,Zone_B,36,Floor,113.4,pallet_rack,17,5.0,Medium,9,Monday,6,361.3,False,False,6,none,0.5,8.3,98.28
2025-12-09,2025-12-09 22:37:19,Zone_D,33,Mid,383.7,pallet_rack,2,0.0,Low,22,Tuesday,24,37.1,False,False,10,none,4.4,9.0,146.74
2025-05-06,2025-05-06 07:54:52,Zone_D,23,Floor,401.4,cold_storage,8,0.0,Low,7,Tuesday,8,337.9,False,True,1,cold_gear,4.4,7.5,109.27
2025-02-20,2025-02-20 20:04:41,Zone_B,31,Mid,201.6,pallet_rack,17,10.0,High,20,Thursday,44,76.9,False,False,10,none,1.5,10.5,234.54
2025-12-23,2025-12-23 19:32:54,Zone_C,42,High,242.8,pallet_rack,27,10.0,Low,19,Tuesday,11,143.4,True,False,1,none,6.7,6.8,129.47
2025-02-03,2025-02-03 13:23:24,Zone_A,28,Floor,43.5,bulk_floor,7,8.0,Low,13,Monday,4,17.3,True,False,8,none,0.2,6.5,107.71
2025-06-30,2025-06-30 08:20:59,Zone_A,34,Floor,99.6,pallet_rack,5,3.0,Medium,8,Monday,13,119.8,False,False,3,none,0.0,6.4,59.15
2025-12-23,2025-12-23 17:59:51,Zone_A,10,Mid,5.0,hazmat,17,13.0,Medium,17,Tuesday,11,6.2,True,False,3,hazmat_suit,1.3,8.5,124.28
2025-01-17,2025-01-17 17:43:27,Zone_B,28,Mid,170.3,cold_storage,16,8.0,Medium,17,Friday,17,79.0,False,False,4,cold_gear,0.5,8.2,142.03
2025-01-07,2025-01-07 13:47:02,Zone_C,48,Floor,274.9,hazmat,2,1.0,Low,13,Tuesday,1,13.5,True,True,5,hazmat_suit,2.9,5.3,133.13
2025-08-31,2025-08-31 08:19:16,Zone_A,18,High,73.3,pallet_rack,29,17.0,Medium,8,Sunday,93,343.7,True,False,1,none,3.7,1.9,152.67
2025-09-15,2025-09-15 00:28:24,Zone_D,34,Mid,412.0,cold_storage,9,0.0,High,0,Monday,20,248.9,False,False,2,cold_gear,18.3,6.3,114.89
2025-09-10,2025-09-10 05:40:34,Zone_B,32,Mid,94.4,bulk_floor,26,10.0,Medium,5,Wednesday,2,769.2,False,False,2,none,4.7,8.0,110.76
2025-11-17,2025-11-17 08:48:39,Zone_A,16,Mid,75.7,pallet_rack,27,14.0,Medium,8,Monday,2,13.5,True,True,3,none,1.5,7.6,126.01
2025-09-19,2025-09-19 06:28:04,Zone_C,26,Mid,298.6,pallet_rack,0,4.0,Low,6,Friday,2,87.3,False,False,2,none,2.8,3.0,50.01
2025-05-09,2025-05-09 11:39:31,Zone_D,2,Floor,397.8,hazmat,14,0.0,Medium,11,Friday,18,190.1,True,False,4,hazmat_suit,2.2,4.5,182.09
2025-04-01,2025-04-01 01:22:58,Zone_D,1,Floor,399.7,pallet_rack,18,14.0,Low,1,Tuesday,10,40.0,False,False,6,none,8.1,11.3,179.21
2025-11-07,2025-11-07 16:37:56,Zone_C,26,Floor,261.1,pallet_rack,15,10.0,Medium,16,Friday,10,35.9,False,False,1,none,1.8,8.5,69.08
2025-08-20,2025-08-20 16:53:45,Zone_C,14,Floor,298.3,cold_storage,16,12.0,Medium,16,Wednesday,9,183.7,False,False,1,cold_gear,4.3,6.1,143.89
2025-12-25,2025-12-25 22:32:11,Zone_A,28,Mid,70.0,pallet_rack,14,6.0,Medium,22,Thursday,1,1006.0,True,False,1,none,2.8,7.4,83.93
2025-07-19,2025-07-19 16:05:29,Zone_B,18,Mid,222.3,bulk_floor,26,17.0,High,16,Saturday,1,2.5,False,False,6,cold_gear,3.7,5.3,244.66
2025-11-19,2025-11-19 01:19:48,Zone_C,37,High,220.8,bulk_floor,19,12.0,High,1,Wednesday,38,16.2,True,,1,none,1.0,9.7,124.56
2025-11-25,2025-11-25 19:09:03,Zone_B,45,High,145.4,hazmat,3,6.0,High,19,Tuesday,16,146.0,True,False,2,hazmat_suit,10.9,2.4,122.29
2025-07-20,2025-07-20 22:37:20,Zone_A,19,Mid,10.8,pallet_rack,0,0.0,Low,22,Sunday,36,27.0,False,False,9,none,0.9,4.7,74.52
2025-06-29,2025-06-29 17:24:47,Zone_D,30,High,352.3,cold_storage,13,1.0,High,17,Sunday,8,48.4,True,True,1,cold_gear,6.3,1.5,157.52
2025-06-07,2025-06-07 18:08:13,Zone_B,2,Mid,77.5,bulk_floor,19,12.0,Low,18,Saturday,37,70.7,False,False,2,none,3.6,8.3,74.0
2025-05-31,2025-05-31 19:15:07,Zone_A,18,Floor,87.0,pallet_rack,20,4.0,Medium,19,Saturday,17,151.0,False,False,1,none,3.2,10.8,53.86
2025-09-03,2025-09-03 16:12:10,Zone_A,22,High,12.9,pallet_rack,3,7.0,High,16,Wednesday,4,11.3,True,True,6,none,2.2,9.0,130.9
2025-07-14,2025-07-14 19:18:09,Zone_D,12,Floor,369.5,pallet_rack,0,0.0,Low,19,Monday,33,38.3,False,False,1,none,5.0,9.3,53.58
2025-12-22,2025-12-22 10:01:02,Zone_D,7,Floor,361.9,bulk_floor,9,3.0,Low,10,Monday,1,4.2,False,False,4,none,4.2,5.4,83.25
2025-12-22,2025-12-22 14:03:51,Zone_C,45,Floor,205.6,pallet_rack,3,6.0,Low,14,Monday,6,111.1,False,False,2,none,6.9,1.7,57.12
2025-05-27,2025-05-27 00:13:20,Zone_D,42,Floor,462.2,pallet_rack,12,11.0,Medium,0,Tuesday,3,28.4,False,True,1,none,0.0,1.1,130.62
2025-04-06,2025-04-06 18:15:51,Zone_B,39,Mid,192.2,pallet_rack,0,0.0,Low,18,Sunday,9,85.8,False,False,1,none,0.6,2.7,32.61
2025-04-04,2025-04-04 14:17:03,Zone_B,1,High,164.5,cold_storage,8,5.0,Medium,14,Friday,7,365.6,True,False,2,none,8.0,6.7,104.69
2025-01-16,2025-01-16 16:12:42,Zone_B,8,Floor,226.7,pallet_rack,9,0.0,High,16,Thursday,3,94.9,False,False,1,none,4.5,0.4,56.52
2025-05-24,2025-05-24 11:41:27,Zone_A,47,Floor,67.5,pallet_rack,20,9.0,High,11,Saturday,13,100.2,False,False,2,none,0.9,7.4,73.33
2025-07-24,2025-07-24 08:44:09,Zone_B,43,Mid,223.1,pallet_rack,20,0.0,High,8,Thursday,7,48.8,False,False,3,none,8.8,8.7,105.13
2025-11-04,2025-11-04 16:21:44,Zone_D,46,Mid,438.8,bulk_floor,11,4.0,Low,16,Tuesday,2,67.5,False,True,1,none,2.3,10.4,109.08
2025-07-26,2025-07-26 17:46:42,Zone_B,24,Floor,163.4,bulk_floor,18,5.0,Low,17,Saturday,2,94.7,False,False,6,none,3.4,4.9,88.08
2025-02-13,2025-02-13 15:32:28,Zone_B,19,Floor,102.8,pallet_rack,9,9.0,High,15,Thursday,56,36.6,False,False,4,cold_gear,4.5,3.2,98.18
2025-01-12,2025-01-12 23:57:22,Zone_D,13,Floor,406.2,bulk_floor,16,7.0,Low,23,Sunday,44,46.6,False,False,2,none,6.0,10.3,121.77
2025-09-02,2025-09-02 10:44:55,Zone_D,18,Mid,373.6,pallet_rack,31,17.0,High,10,Tuesday,5,482.2,False,False,5,none,3.0,11.7,256.34
2025-12-12,2025-12-12 17:10:39,Zone_B,6,Mid,264.2,pallet_rack,22,11.0,Medium,17,Friday,4,321.4,False,False,3,none,15.0,7.3,91.66
2025-07-28,2025-07-28 06:58:07,Zone_A,15,Floor,40.7,bulk_floor,14,5.0,Low,6,Monday,14,459.6,False,False,3,none,13.9,2.5,47.4
2025-06-24,2025-06-24 13:00:08,Zone_C,1,High,153.0,pallet_rack,3,1.0,High,13,Tuesday,8,222.9,True,False,3,none,4.6,0.2,70.04
2025-09-15,2025-09-15 01:12:17,Zone_A,37,Mid,101.9,bulk_floor,13,6.0,High,1,Monday,5,78.0,False,False,1,none,2.2,6.2,62.95
2025-01-20,2025-01-20 16:50:08,Zone_A,43,Floor,48.2,cold_storage,31,12.0,Medium,16,Monday,7,18.6,True,True,8,none,5.1,7.9,246.64
2025-09-15,2025-09-15 18:14:41,Zone_A,7,Mid,75.8,bulk_floor,16,6.0,Medium,18,Monday,57,44.9,False,False,1,none,7.1,0.2,47.21
2025-10-19,2025-10-19 08:47:53,Zone_C,33,Mid,302.1,pallet_rack,30,17.0,High,8,Sunday,12,326.7,True,True,3,none,2.1,6.5,236.91
2025-05-29,2025-05-29 17:50:38,Zone_B,34,Floor,161.6,pallet_rack,18,11.0,Low,17,Thursday,42,168.5,False,False,9,none,1.2,6.2,143.9
2025-07-03,2025-07-03 07:43:55,Zone_A,39,Mid,41.5,bulk_floor,16,2.0,High,7,Thursday,23,3.2,False,False,1,none,2.8,1.6,46.01
2025-04-14,2025-04-14 06:34:38,Zone_A,35,Floor,43.8,pallet_rack,16,16.0,High,6,Monday,8,15.4,False,False,2,none,1.9,10.6,122.62
2025-12-08,2025-12-08 21:04:31,Zone_C,23,Mid,319.9,pallet_rack,9,0.0,High,21,Monday,2,185.9,False,False,1,none,0.4,3.8,91.86
2025-01-21,2025-01-21 15:51:24,Zone_D,19,High,414.3,pallet_rack,25,11.0,Medium,15,Tuesday,7,182.8,True,False,8,none,10.1,4.6,280.0
2025-05-05,2025-05-05 23:42:09,Zone_A,41,Floor,163.4,cold_storage,25,16.0,High,23,Monday,28,23.0,False,False,9,cold_gear,6.9,6.0,280.0
2025-11-17,2025-11-17 14:15:27,Zone_A,24,Floor,70.8,pallet_rack,21,6.0,Medium,14,Monday,18,36.1,False,False,1,none,0.1,0.4,38.68
2025-06-09,2025-06-09 22:45:27,Zone_B,20,Floor,172.9,cold_storage,16,7.0,Medium,22,Monday,31,342.8,False,True,5,cold_gear,4.6,8.3,166.08
2025-06-09,2025-06-09 00:14:48,Zone_D,1,Mid,423.4,pallet_rack,19,9.0,Low,0,Monday,5,86.4,False,False,2,none,4.3,3.3,106.81
2025-12-03,2025-12-03 18:29:08,Zone_B,50,Mid,82.6,pallet_rack,23,14.0,Medium,18,Wednesday,2,425.7,False,False,6,none,7.7,2.6,109.2
2025-04-14,2025-04-14 10:37:16,Zone_D,35,Mid,388.2,bulk_floor,17,8.0,Low,10,Monday,6,128.7,False,False,1,none,3.2,6.0,96.98
2025-08-14,2025-08-14 10:21:55,Zone_A,2,Floor,132.2,pallet_rack,27,18.0,Medium,10,Thursday,9,216.0,False,False,3,none,0.2,11.9,112.5
2025-08-05,2025-08-05 14:29:57,Zone_C,29,Floor,207.3,cold_storage,16,10.0,High,14,Tuesday,64,85.9,False,False,5,cold_gear,0.8,5.5,208.95
2025-06-02,2025-06-02 07:25:01,Zone_A,34,Mid,39.0,pallet_rack,5,4.0,Medium,7,Monday,14,2997.0,True,False,4,none,2.6,7.6,87.3
2025-01-29,2025-01-29 09:14:31,Zone_D,42,High,363.5,pallet_rack,1,4.0,Medium,9,Wednesday,10,21.1,True,False,6,none,2.0,6.3,151.47
2025-01-29,2025-01-29 14:34:02,Zone_D,49,Floor,361.4,bulk_floor,20,11.0,Low,14,Wednesday,1,278.1,False,False,3,none,0.9,5.9,116.71
2025-06-02,2025-06-02 02:43:24,Zone_B,15,High,179.0,bulk_floor,8,4.0,High,2,Monday,10,141.4,True,False,7,none,16.9,6.6,150.34
2025-09-22,2025-09-22 10:34:33,Zone_A,31,Floor,58.1,bulk_floor,5,0.0,Low,10,Monday,7,210.0,False,False,3,none,6.7,5.0,43.87
2025-06-16,2025-06-16 17:14:57,Zone_D,39,Floor,405.0,pallet_rack,12,4.0,Medium,17,Monday,2,35.0,False,False,4,none,8.9,3.4,114.46
2025-02-05,2025-02-05 18:00:00,Zone_B,12,Mid,270.6,bulk_floor,20,8.0,Low,18,Wednesday,24,115.8,False,True,2,none,1.3,6.6,101.13
2025-09-20,2025-09-20 14:18:50,Zone_C,31,Floor,271.4,pallet_rack,20,8.0,High,14,Saturday,20,79.4,False,True,2,cold_gear,4.0,7.8,151.21
2025-04-27,2025-04-27 19:07:57,Zone_A,38,High,8.9,bulk_floor,8,5.0,Medium,19,Sunday,16,253.6,True,False,1,none,1.5,3.2,46.71
2025-06-16,2025-06-16 18:29:32,Zone_A,10,High,65.4,bulk_floor,6,8.0,High,18,Monday,20,39.0,True,False,2,none,5.6,11.1,108.27
2025-12-09,2025-12-09 22:41:51,Zone_B,23,High,215.1,pallet_rack,2,2.0,,22,Tuesday,52,167.7,True,False,3,none,1.9,4.3,96.11
2025-11-28,2025-11-28 16:50:33,Zone_B,49,Floor,173.7,pallet_rack,11,4.0,Medium,16,Friday,17,139.3,False,False,2,cold_gear,0.3,10.9,90.51
2025-12-11,2025-12-11 16:30:31,Zone_C,17,High,331.0,pallet_rack,17,12.0,Low,16,Thursday,13,120.6,True,True,1,none,0.7,11.8,164.37
2025-02-08,2025-02-08 09:14:04,Zone_B,8,Floor,143.1,pallet_rack,7,0.0,Low,9,Saturday,12,122.8,False,False,7,none,6.5,9.8,73.81
2025-03-01,2025-03-01 14:44:52,Zone_A,11,Mid,78.9,cold_storage,24,12.0,Low,14,Saturday,19,94.5,True,False,1,none,7.6,10.6,111.59
2025-02-10,2025-02-10 19:41:11,Zone_A,26,Floor,87.3,cold_storage,28,17.0,Low,19,Monday,8,35.3,False,True,2,cold_gear,1.5,9.5,173.06
2025-07-23,2025-07-23 18:42:45,Zone_A,32,Floor,33.2,pallet_rack,10,6.0,Medium,18,Wednesday,30,242.8,True,False,1,hazmat_suit,3.9,10.3,71.34
2025-05-29,2025-05-29 21:56:40,Zone_B,12,Floor,247.5,pallet_rack,14,1.0,High,21,Thursday,5,97.5,False,False,1,none,3.2,0.9,79.87
2025-12-09,2025-12-09 21:20:15,Zone_A,32,Floor,153.4,pallet_rack,20,6.0,Medium,21,Tuesday,4,281.1,False,False,1,none,6.5,8.3,63.45
2025-03-31,2025-03-31 06:34:12,Zone_A,8,Mid,104.6,pallet_rack,21,16.0,Medium,6,Monday,12,26.1,False,False,2,none,0.5,7.6,84.93
2025-05-29,2025-05-29 21:44:17,Zone_A,11,Floor,112.5,bulk_floor,20,17.0,,21,Thursday,53,69.2,False,False,2,none,0.5,6.2,77.95
2025-09-01,2025-09-01 15:12:19,Zone_B,50,High,160.3,hazmat,8,0.0,Medium,15,Monday,12,90.6,True,False,3,hazmat_suit,2.0,4.7,111.5
2025-04-08,2025-04-08 00:44:51,Zone_A,30,Mid,6.5,pallet_rack,15,7.0,Medium,0,Tuesday,16,152.0,False,False,6,none,17.3,6.1,77.31
2025-10-24,2025-10-24 08:25:37,Zone_B,45,Floor,169.2,pallet_rack,13,10.0,High,8,Friday,11,1170.0,True,False,4,none,2.4,2.4,108.21
2025-03-01,2025-03-01 08:30:45,Zone_B,34,Mid,145.4,cold_storage,21,12.0,Medium,8,Saturday,22,229.6,False,False,4,cold_gear,0.9,9.6,153.57
2025-10-27,2025-10-27 23:39:27,Zone_C,40,Floor,348.4,pallet_rack,9,6.0,High,23,Monday,17,3.3,False,False,2,none,1.9,10.8,106.01
2025-08-19,2025-08-19 19:02:54,Zone_A,15,Floor,66.6,bulk_floor,4,2.0,High,19,Tuesday,8,34.8,False,False,2,none,5.5,6.0,55.72
2025-02-17,2025-02-17 11:26:03,Zone_C,8,Floor,315.7,pallet_rack,3,0.0,High,11,Monday,12,80.9,False,False,1,none,1.0,4.9,55.32
2025-06-27,2025-06-27 18:47:16,Zone_A,5,Floor,106.0,cold_storage,19,5.0,Medium,18,Friday,32,64.5,False,False,1,cold_gear,2.5,8.3,92.19
2025-06-27,2025-06-27 08:16:03,Zone_D,27,High,351.8,bulk_floor,6,0.0,Low,8,Friday,5,36.7,True,False,8,none,1.8,8.1,188.01
2025-10-15,2025-10-15 19:13:56,Zone_A,42,Mid,5.0,bulk_floor,21,13.0,Low,19,Wednesday,87,6.2,False,False,1,cold_gear,3.4,10.9,69.19
2025-02-28,2025-02-28 17:00:12,Zone_C,17,High,332.2,hazmat,13,11.0,High,17,Friday,10,519.0,True,True,5,hazmat_suit,2.5,7.7,231.7
2025-03-22,2025-03-22 07:44:56,Zone_B,41,Floor,178.8,pallet_rack,16,15.0,High,7,Saturday,1,280.2,False,False,1,none,12.5,10.0,85.1
2025-01-15,2025-01-15 15:55:29,Zone_D,10,Mid,355.9,bulk_floor,2,0.0,Low,15,Wednesday,41,464.5,False,False,2,none,1.8,,96.33
2025-12-26,2025-12-26 02:02:07,Zone_B,26,Floor,165.5,bulk_floor,13,0.0,Medium,2,Friday,7,205.0,False,False,4,none,1.6,5.3,82.51
2025-07-01,2025-07-01 18:44:17,Zone_C,14,Floor,311.9,bulk_floor,25,19.0,Medium,18,Tuesday,22,46.6,False,False,7,none,2.5,7.9,181.91
2025-06-26,2025-06-26 12:52:18,Zone_B,18,Floor,206.3,pallet_rack,5,2.0,Medium,12,Thursday,10,226.5,False,False,3,none,4.7,2.3,87.6
2025-06-05,2025-06-05 16:42:35,Zone_B,39,Floor,150.9,pallet_rack,5,3.0,Low,16,Thursday,15,64.3,True,False,5,none,0.6,6.4,66.4
2025-10-31,2025-10-31 23:47:38,Zone_A,39,High,100.7,pallet_rack,6,6.0,Medium,23,Friday,7,30.0,True,False,1,none,0.7,3.3,44.57
2025-12-24,2025-12-24 13:53:39,Zone_A,12,Floor,37.7,cold_storage,9,8.0,Low,13,Wednesday,14,14.7,False,True,6,none,0.5,0.3,93.63
2025-03-31,2025-03-31 19:44:40,Zone_D,15,Floor,344.2,pallet_rack,2,0.0,High,19,Monday,60,131.6,False,False,5,none,6.4,4.2,118.73
2025-01-10,2025-01-10 10:41:56,Zone_A,36,Mid,133.7,pallet_rack,9,5.0,Medium,10,Friday,3,20.4,False,False,3,none,3.4,4.1,57.92
2025-09-01,2025-09-01 15:25:26,Zone_A,20,Floor,52.6,cold_storage,6,0.0,High,15,Monday,57,371.5,False,True,1,cold_gear,22.2,2.3,62.74
2025-05-30,2025-05-30 11:52:18,Zone_C,2,Floor,306.1,pallet_rack,7,0.0,Low,11,Friday,10,242.2,False,False,2,none,1.4,3.7,73.26
2025-02-24,2025-02-24 19:11:44,Zone_B,47,Floor,159.1,hazmat,4,1.0,Low,19,Monday,6,1463.6,True,,2,hazmat_suit,9.5,8.7,79.7
2025-10-10,2025-10-10 20:14:20,Zone_B,6,Floor,241.2,cold_storage,11,1.0,Medium,20,Friday,16,92.7,False,False,2,cold_gear,7.6,2.3,76.68
2025-09-07,2025-09-07 19:54:38,Zone_A,46,Floor,43.4,bulk_floor,2,2.0,Medium,19,Sunday,13,4.2,False,False,3,none,2.1,4.2,35.34
2025-03-02,2025-03-02 04:32:44,Zone_C,36,Floor,281.5,pallet_rack,13,9.0,Low,4,Sunday,18,12.3,False,False,3,none,10.8,7.0,86.13
2025-07-05,2025-07-05 04:17:34,Zone_A,19,Floor,88.4,bulk_floor,28,7.0,High,4,Saturday,15,8.1,False,True,1,hazmat_suit,2.2,4.8,116.8
2025-12-01,2025-12-01 15:48:14,Zone_D,3,Mid,415.6,hazmat,23,12.0,Medium,15,Monday,17,176.1,True,False,6,hazmat_suit,8.4,4.2,272.45
2025-09-19,2025-09-19 19:44:57,Zone_C,32,High,282.7,pallet_rack,21,1.0,Medium,19,Friday,21,1507.1,True,False,2,none,6.2,6.6,139.26
2025-06-10,2025-06-10 18:52:00,Zone_C,15,Floor,283.2,pallet_rack,7,9.0,High,18,Tuesday,21,48.6,False,False,1,none,4.7,10.8,98.65
2025-01-31,2025-01-31 08:34:07,Zone_D,39,Mid,376.7,pallet_rack,0,0.0,Low,8,Friday,4,242.2,False,False,1,none,5.3,8.9,68.15
2025-09-15,2025-09-15 21:57:00,Zone_D,47,Mid,314.7,pallet_rack,0,0.0,Low,21,Monday,10,18.4,False,False,1,none,0.5,4.8,47.44
2025-03-10,2025-03-10 19:49:47,Zone_A,4,Mid,112.4,bulk_floor,8,0.0,Medium,19,Monday,52,264.5,False,False,4,none,9.4,4.5,60.17
2025-09-03,2025-09-03 09:03:37,Zone_B,5,High,147.8,pallet_rack,19,11.0,Medium,9,Wednesday,5,179.7,True,False,1,none,0.5,6.5,119.25
2025-04-15,2025-04-15 00:13:21,Zone_B,18,High,113.3,pallet_rack,17,13.0,Medium,0,Tuesday,53,895.5,True,False,1,none,17.5,0.4,78.58
2025-12-10,2025-12-10 17:04:42,Zone_C,24,Floor,255.1,bulk_floor,18,12.0,Low,17,Wednesday,1,170.8,False,False,2,none,11.6,12.0,65.86
2025-08-06,2025-08-06 12:52:28,Zone_C,48,Mid,277.5,bulk_floor,13,12.0,Low,12,Wednesday,22,13.4,False,False,3,none,1.9,9.1,106.91
2025-08-15,2025-08-15 18:18:51,Zone_D,5,Mid,415.4,pallet_rack,10,7.0,Low,18,Friday,15,191.7,False,False,1,none,5.9,5.0,100.97
2025-05-30,2025-05-30 01:12:38,Zone_A,46,Floor,142.6,pallet_rack,11,9.0,Low,1,Friday,9,242.5,False,False,4,none,0.2,3.8,67.59
2025-01-02,2025-01-02 04:43:43,Zone_A,12,Mid,93.3,bulk_floor,23,,Medium,4,Thursday,25,46.7,False,False,4,none,1.8,0.6,86.34
2025-09-08,2025-09-08 23:01:11,Zone_A,6,Mid,5.0,pallet_rack,18,8.0,Low,23,Monday,10,1384.2,True,True,1,none,7.3,6.4,78.91
2025-09-27,2025-09-27 16:26:19,Zone_A,7,Floor,5.0,pallet_rack,18,9.0,Medium,16,Saturday,35,121.6,False,False,2,none,11.3,0.5,35.79
2025-09-22,2025-09-22 13:41:43,Zone_D,35,Mid,363.5,pallet_rack,16,10.0,Medium,13,Monday,6,13.6,True,False,2,none,12.0,7.6,94.62
2025-03-20,2025-03-20 18:06:23,Zone_B,47,Mid,138.3,bulk_floor,7,2.0,Medium,18,Thursday,39,1785.2,True,False,4,none,7.5,1.7,84.03
2025-11-23,2025-11-23 14:20:19,Zone_D,36,Mid,435.3,pallet_rack,22,14.0,High,14,Sunday,8,25.0,False,False,1,none,2.1,5.6,177.15
2025-10-28,2025-10-28 11:48:09,Zone_A,45,Floor,53.2,pallet_rack,9,14.0,Low,11,Tuesday,14,5000.0,True,False,1,none,13.9,7.0,75.64
2025-10-25,2025-10-25 17:18:03,Zone_C,4,Mid,261.1,cold_storage,9,2.0,Medium,17,Saturday,42,87.0,False,True,5,cold_gear,6.1,,116.27
2025-05-20,2025-05-20 22:33:48,Zone_B,17,Mid,188.3,bulk_floor,34,6.0,Medium,22,Tuesday,15,108.0,False,False,1,hazmat_suit,1.8,7.4,110.6
2025-08-07,2025-08-07 10:28:21,Zone_A,38,Floor,82.7,bulk_floor,31,7.0,Low,10,Thursday,47,194.9,False,False,1,none,0.8,5.7,61.43
2025-11-19,2025-11-19 02:43:54,Zone_A,4,Mid,78.3,pallet_rack,26,14.0,Low,2,Wednesday,25,13.1,False,True,1,none,4.2,6.9,69.38
2025-03-28,2025-03-28 04:25:59,Zone_B,32,High,222.1,bulk_floor,9,1.0,Medium,4,Friday,6,116.3,True,False,4,none,11.7,9.9,79.55
2025-11-27,2025-11-27 20:39:48,Zone_C,14,Floor,302.1,pallet_rack,26,14.0,High,20,Thursday,8,50.0,False,False,1,none,17.4,3.4,85.87
2025-12-13,2025-12-13 04:13:59,Zone_A,17,Floor,63.9,cold_storage,3,5.0,Medium,4,Saturday,67,162.5,False,True,1,cold_gear,0.9,8.7,96.8
2025-07-17,2025-07-17 17:50:04,Zone_C,15,High,279.7,cold_storage,0,0.0,Medium,17,Thursday,6,300.9,True,True,2,cold_gear,5.8,2.3,119.49
2025-03-25,2025-03-25 12:01:47,Zone_B,46,Mid,149.0,cold_storage,2,0.0,Low,12,Tuesday,32,48.3,False,True,9,cold_gear,1.5,10.6,226.09
2025-11-27,2025-11-27 17:38:00,Zone_D,33,Mid,400.2,hazmat,22,6.0,Medium,17,Thursday,11,41.9,True,False,1,hazmat_suit,20.2,7.8,126.16
2025-05-13,2025-05-13 16:00:54,Zone_D,44,Mid,351.7,pallet_rack,17,2.0,Low,16,Tuesday,16,241.4,False,False,2,none,0.1,1.0,79.15
2025-04-01,2025-04-01 11:09:08,Zone_A,40,Mid,28.1,pallet_rack,18,10.0,High,11,Tuesday,27,6.9,False,False,5,none,12.9,1.8,103.69
2025-10-25,2025-10-25 20:24:42,Zone_B,17,High,108.0,cold_storage,2,0.0,Medium,20,Saturday,11,580.4,True,True,1,cold_gear,0.1,8.6,90.84
2025-05-16,2025-05-16 06:40:38,Zone_D,26,Floor,382.6,cold_storage,15,7.0,High,6,Friday,29,215.6,True,False,1,cold_gear,2.8,5.0,155.41
2025-11-19,2025-11-19 19:05:57,Zone_A,2,Mid,34.1,bulk_floor,9,6.0,Low,19,Wednesday,13,177.8,False,False,2,none,4.2,5.6,42.3
2025-04-02,2025-04-02 01:19:44,Zone_A,26,Mid,93.5,bulk_floor,8,7.0,Low,1,Wednesday,33,433.7,False,False,1,none,8.5,5.1,54.5
